builder_key,contrast,metric,left_regime,right_regime,left_mean,mean_difference,ci_lower,ci_upper,relative_difference_percent,paired_question_count,display_name,family,parameter_billions,scale_band
qwen35_4b,Primary: ER+RR−Native,retrieval_hit,Native,ER+RR,0.23333333333333334,0.07777777777777778,0.0,0.16666666666666666,33.333333333333336,90,Qwen3.5 4B,qwen3.5,4.0,4_to_lt8b
qwen35_4b,Primary: ER+RR−Native,retrieval_recall,Native,ER+RR,0.10185185185185185,0.028703703703703707,-0.008333333333333333,0.06574074074074074,28.181818181818187,90,Qwen3.5 4B,qwen3.5,4.0,4_to_lt8b
qwen35_4b,Primary: ER+RR−Native,reciprocal_rank,Native,ER+RR,0.22037037037037036,0.07962962962962963,0.005555555555555556,0.15555555555555556,36.13445378151261,90,Qwen3.5 4B,qwen3.5,4.0,4_to_lt8b
qwen35_4b,Primary: ER+RR−Native,complete_chain_recall_at_5,Native,ER+RR,0.022222222222222223,-0.011111111111111112,-0.044444444444444446,0.022222222222222223,-50.0,90,Qwen3.5 4B,qwen3.5,4.0,4_to_lt8b
qwen35_4b,Secondary: ER−Native,retrieval_hit,Native,ER,0.23333333333333334,0.07777777777777778,0.0,0.16666666666666666,33.333333333333336,90,Qwen3.5 4B,qwen3.5,4.0,4_to_lt8b
qwen35_4b,Secondary: ER−Native,retrieval_recall,Native,ER,0.10185185185185185,0.028703703703703707,-0.008333333333333333,0.06574074074074074,28.181818181818187,90,Qwen3.5 4B,qwen3.5,4.0,4_to_lt8b
qwen35_4b,Secondary: ER−Native,reciprocal_rank,Native,ER,0.22037037037037036,0.07962962962962963,0.005555555555555556,0.15555555555555556,36.13445378151261,90,Qwen3.5 4B,qwen3.5,4.0,4_to_lt8b
qwen35_4b,Secondary: ER−Native,complete_chain_recall_at_5,Native,ER,0.022222222222222223,-0.011111111111111112,-0.044444444444444446,0.022222222222222223,-50.0,90,Qwen3.5 4B,qwen3.5,4.0,4_to_lt8b
qwen35_4b,Incremental: ER+RR−ER,retrieval_hit,ER,ER+RR,0.3111111111111111,0.0,0.0,0.0,0.0,90,Qwen3.5 4B,qwen3.5,4.0,4_to_lt8b
qwen35_4b,Incremental: ER+RR−ER,retrieval_recall,ER,ER+RR,0.13055555555555556,0.0,0.0,0.0,0.0,90,Qwen3.5 4B,qwen3.5,4.0,4_to_lt8b
qwen35_4b,Incremental: ER+RR−ER,reciprocal_rank,ER,ER+RR,0.3,0.0,0.0,0.0,0.0,90,Qwen3.5 4B,qwen3.5,4.0,4_to_lt8b
qwen35_4b,Incremental: ER+RR−ER,complete_chain_recall_at_5,ER,ER+RR,0.011111111111111112,0.0,0.0,0.0,0.0,90,Qwen3.5 4B,qwen3.5,4.0,4_to_lt8b
qwen35_9b,Primary: ER+RR−Native,retrieval_hit,Native,ER+RR,0.17777777777777778,0.13333333333333333,0.044444444444444446,0.23333333333333334,75.0,90,Qwen3.5 9B,qwen3.5,9.0,8b_plus
qwen35_9b,Primary: ER+RR−Native,retrieval_recall,Native,ER+RR,0.07037037037037036,0.054629629629629625,0.016666666666666663,0.09444444444444444,77.63157894736842,90,Qwen3.5 9B,qwen3.5,9.0,8b_plus
qwen35_9b,Primary: ER+RR−Native,reciprocal_rank,Native,ER+RR,0.17222222222222222,0.08703703703703704,0.009259259259259255,0.16481481481481483,50.53763440860215,90,Qwen3.5 9B,qwen3.5,9.0,8b_plus
qwen35_9b,Primary: ER+RR−Native,complete_chain_recall_at_5,Native,ER+RR,0.0,0.011111111111111112,0.0,0.03333333333333333,,90,Qwen3.5 9B,qwen3.5,9.0,8b_plus
qwen35_9b,Secondary: ER−Native,retrieval_hit,Native,ER,0.17777777777777778,0.12222222222222222,0.022222222222222223,0.2111111111111111,68.75,90,Qwen3.5 9B,qwen3.5,9.0,8b_plus
qwen35_9b,Secondary: ER−Native,retrieval_recall,Native,ER,0.07037037037037036,0.05092592592592592,0.012962962962962964,0.0898148148148148,72.36842105263159,90,Qwen3.5 9B,qwen3.5,9.0,8b_plus
qwen35_9b,Secondary: ER−Native,reciprocal_rank,Native,ER,0.17222222222222222,0.08888888888888889,0.011111111111111112,0.16666666666666666,51.612903225806456,90,Qwen3.5 9B,qwen3.5,9.0,8b_plus
qwen35_9b,Secondary: ER−Native,complete_chain_recall_at_5,Native,ER,0.0,0.011111111111111112,0.0,0.03333333333333333,,90,Qwen3.5 9B,qwen3.5,9.0,8b_plus
qwen35_9b,Incremental: ER+RR−ER,retrieval_hit,ER,ER+RR,0.3,0.011111111111111112,-0.022222222222222223,0.05555555555555555,3.703703703703704,90,Qwen3.5 9B,qwen3.5,9.0,8b_plus
qwen35_9b,Incremental: ER+RR−ER,retrieval_recall,ER,ER+RR,0.12129629629629629,0.003703703703703703,-0.012962962962962964,0.022222222222222223,3.053435114503816,90,Qwen3.5 9B,qwen3.5,9.0,8b_plus
qwen35_9b,Incremental: ER+RR−ER,reciprocal_rank,ER,ER+RR,0.2611111111111111,-0.0018518518518518526,-0.029629629629629627,0.02037037037037037,-0.7092198581560286,90,Qwen3.5 9B,qwen3.5,9.0,8b_plus
qwen35_9b,Incremental: ER+RR−ER,complete_chain_recall_at_5,ER,ER+RR,0.011111111111111112,0.0,0.0,0.0,0.0,90,Qwen3.5 9B,qwen3.5,9.0,8b_plus
