builder_key,display_name,family,parameter_billions,regime,stage,applicable,duration_seconds,duration_hours,workload_count,workload_unit,seconds_per_unit,throughput,throughput_unit,resource_value,resource_unit,resource_measurement,attempt_count_max,retry_excess,total_pipeline_hours,stage_share
qwen35_2b,Qwen3.5 2B,qwen3.5,2.0,Native,Graph Construction,True,11690.761454,3.247433737222222,440,chunk,26.569912395454544,135.49160217087774,chunks/hour,4323601.0,tokens,builder LLM input + output tokens,4.0,3.0,4.7782355263888885,0.6796303194531818
qwen35_2b,Qwen3.5 2B,qwen3.5,2.0,Native,ER,False,0.0,0.0,0,document,,,documents/hour,,,ER judge tokens,0.0,0.0,4.7782355263888885,0.0
qwen35_2b,Qwen3.5 2B,qwen3.5,2.0,Native,RR,False,0.0,0.0,0,document,,,documents/hour,,,token or memory consumption not recorded,0.0,0.0,4.7782355263888885,0.0
qwen35_2b,Qwen3.5 2B,qwen3.5,2.0,Native,Retrieval,True,600.86824,0.16690784444444445,120,question,5.007235333333333,11.982660291713872,questions/minute,662657.0,tokens,retrieved context tokens supplied to QA,1.0,0.0,4.7782355263888885,0.03493085335008248
qwen35_2b,Qwen3.5 2B,qwen3.5,2.0,Native,QA,True,4910.018201,1.3638939447222223,120,question,40.91681834166666,87.98338057321592,questions/hour,698783.0,tokens,answer-model total tokens,1.0,0.0,4.7782355263888885,0.28543882719673586
qwen35_2b,Qwen3.5 2B,qwen3.5,2.0,ER,Graph Construction,True,11690.761454,3.247433737222222,440,chunk,26.569912395454544,135.49160217087774,chunks/hour,4323601.0,tokens,builder LLM input + output tokens,4.0,3.0,5.101116393333333,0.6366123583195052
qwen35_2b,Qwen3.5 2B,qwen3.5,2.0,ER,ER,True,1189.017901,0.33028275027777776,155,document,7.671083232258064,469.29486892561096,documents/hour,116089.0,tokens,ER judge tokens,2.0,1.0,5.101116393333333,0.06474715039033915
qwen35_2b,Qwen3.5 2B,qwen3.5,2.0,ER,RR,False,0.0,0.0,0,document,,,documents/hour,,,token or memory consumption not recorded,0.0,0.0,5.101116393333333,0.0
qwen35_2b,Qwen3.5 2B,qwen3.5,2.0,ER,Retrieval,True,615.114215,0.1708650597222222,120,question,5.125951791666666,11.705143247258562,questions/minute,656959.0,tokens,retrieved context tokens supplied to QA,1.0,0.0,5.101116393333333,0.033495620673452256
qwen35_2b,Qwen3.5 2B,qwen3.5,2.0,ER,QA,True,4869.125446,1.352534846111111,120,question,40.57604538333333,88.72229824246759,questions/hour,694091.0,tokens,answer-model total tokens,1.0,0.0,5.101116393333333,0.2651448706167034
qwen35_2b,Qwen3.5 2B,qwen3.5,2.0,ER+RR,Graph Construction,True,11690.761454,3.247433737222222,440,chunk,26.569912395454544,135.49160217087774,chunks/hour,4323601.0,tokens,builder LLM input + output tokens,4.0,3.0,10.242393839722222,0.3170580811516904
qwen35_2b,Qwen3.5 2B,qwen3.5,2.0,ER+RR,ER,True,1189.017901,0.33028275027777776,155,document,7.671083232258064,469.29486892561096,documents/hour,116089.0,tokens,ER judge tokens,2.0,1.0,10.242393839722222,0.032246636425643946
qwen35_2b,Qwen3.5 2B,qwen3.5,2.0,ER+RR,RR,True,18466.06511,5.129462530555555,155,document,119.13590393548387,30.217590844398362,documents/hour,,,token or memory consumption not recorded,1.0,0.0,10.242393839722222,0.500806999889263
qwen35_2b,Qwen3.5 2B,qwen3.5,2.0,ER+RR,Retrieval,True,617.157362,0.17143260055555556,120,question,5.1429780166666665,11.6663924686359,questions/minute,660618.0,tokens,retrieved context tokens supplied to QA,1.0,0.0,10.242393839722222,0.016737552103366967
qwen35_2b,Qwen3.5 2B,qwen3.5,2.0,ER+RR,QA,True,4909.615996,1.3637822211111112,120,question,40.913466633333336,87.99058833765457,questions/hour,698146.0,tokens,answer-model total tokens,1.0,0.0,10.242393839722222,0.13315073043003564
qwen35_4b,Qwen3.5 4B,qwen3.5,4.0,Native,Graph Construction,True,38618.719209,10.7274220025,440,chunk,87.76981638409092,41.016378389650285,chunks/hour,4567856.0,tokens,builder LLM input + output tokens,1.0,0.0,12.239372304166668,0.8764683135627837
qwen35_4b,Qwen3.5 4B,qwen3.5,4.0,Native,ER,False,0.0,0.0,0,document,,,documents/hour,,,ER judge tokens,0.0,0.0,12.239372304166668,0.0
qwen35_4b,Qwen3.5 4B,qwen3.5,4.0,Native,RR,False,0.0,0.0,0,document,,,documents/hour,,,token or memory consumption not recorded,0.0,0.0,12.239372304166668,0.0
qwen35_4b,Qwen3.5 4B,qwen3.5,4.0,Native,Retrieval,True,605.729459,0.16825818305555557,120,question,5.047745491666666,11.886494693334702,questions/minute,648435.0,tokens,retrieved context tokens supplied to QA,1.0,0.0,12.239372304166668,0.013747288576087776
qwen35_4b,Qwen3.5 4B,qwen3.5,4.0,Native,QA,True,4837.291627,1.343692118611111,120,question,40.31076355833333,89.30617240208,questions/hour,687473.0,tokens,answer-model total tokens,1.0,0.0,12.239372304166668,0.10978439786112854
qwen35_4b,Qwen3.5 4B,qwen3.5,4.0,ER,Graph Construction,True,38618.719209,10.7274220025,440,chunk,87.76981638409092,41.016378389650285,chunks/hour,4567856.0,tokens,builder LLM input + output tokens,1.0,0.0,14.70152061472222,0.7296811182754439
qwen35_4b,Qwen3.5 4B,qwen3.5,4.0,ER,ER,True,8865.527972,2.4626466588888887,155,document,57.19695465806451,62.940413900032986,documents/hour,157383.0,tokens,ER judge tokens,1.0,0.0,14.70152061472222,0.16750965586667102
qwen35_4b,Qwen3.5 4B,qwen3.5,4.0,ER,RR,False,0.0,0.0,0,document,,,documents/hour,,,token or memory consumption not recorded,0.0,0.0,14.70152061472222,0.0
qwen35_4b,Qwen3.5 4B,qwen3.5,4.0,ER,Retrieval,True,620.396354,0.17233232055555556,120,question,5.169969616666666,11.605484064466312,questions/minute,648600.0,tokens,retrieved context tokens supplied to QA,1.0,0.0,14.70152061472222,0.011722074543974764
qwen35_4b,Qwen3.5 4B,qwen3.5,4.0,ER,QA,True,4820.830678,1.339119632777778,120,question,40.17358898333334,89.61111245235068,questions/hour,686471.0,tokens,answer-model total tokens,1.0,0.0,14.70152061472222,0.09108715131391053
qwen35_4b,Qwen3.5 4B,qwen3.5,4.0,ER+RR,Graph Construction,True,38618.719209,10.7274220025,440,chunk,87.76981638409092,41.016378389650285,chunks/hour,4567856.0,tokens,builder LLM input + output tokens,1.0,0.0,21.234039399444445,0.5051993076164616
qwen35_4b,Qwen3.5 4B,qwen3.5,4.0,ER+RR,ER,True,8865.527972,2.4626466588888887,155,document,57.19695465806451,62.940413900032986,documents/hour,157383.0,tokens,ER judge tokens,1.0,0.0,21.234039399444445,0.11597636288427156
qwen35_4b,Qwen3.5 4B,qwen3.5,4.0,ER+RR,RR,True,23522.479227,6.5340220075,155,document,151.75793049677418,23.721989277367765,documents/hour,,,token or memory consumption not recorded,1.0,0.0,21.234039399444445,0.30771450898178854
qwen35_4b,Qwen3.5 4B,qwen3.5,4.0,ER+RR,Retrieval,True,617.521722,0.17153381166666665,120,question,5.14601435,11.659508877972717,questions/minute,648007.0,tokens,retrieved context tokens supplied to QA,1.0,0.0,21.234039399444445,0.008078246839419285
qwen35_4b,Qwen3.5 4B,qwen3.5,4.0,ER+RR,QA,True,4818.293708,1.338414918888889,120,question,40.152447566666666,89.65829527634101,questions/hour,685869.0,tokens,answer-model total tokens,1.0,0.0,21.234039399444445,0.06303157367805894
qwen35_9b,Qwen3.5 9B,qwen3.5,9.0,Native,Graph Construction,True,59401.314904,16.50036525111111,440,chunk,135.00298841818181,26.666076374907583,chunks/hour,4459033.0,tokens,builder LLM input + output tokens,1.0,0.0,18.01430235361111,0.9159591599617779
qwen35_9b,Qwen3.5 9B,qwen3.5,9.0,Native,ER,False,0.0,0.0,0,document,,,documents/hour,,,ER judge tokens,0.0,0.0,18.01430235361111,0.0
qwen35_9b,Qwen3.5 9B,qwen3.5,9.0,Native,RR,False,0.0,0.0,0,document,,,documents/hour,,,token or memory consumption not recorded,0.0,0.0,18.01430235361111,0.0
qwen35_9b,Qwen3.5 9B,qwen3.5,9.0,Native,Retrieval,True,613.867646,0.17051879055555558,120,question,5.115563716666667,11.728912652288567,questions/minute,652237.0,tokens,retrieved context tokens supplied to QA,1.0,0.0,18.01430235361111,0.009465744895825717
qwen35_9b,Qwen3.5 9B,qwen3.5,9.0,Native,QA,True,4836.305923,1.3434183119444445,120,question,40.30254935833333,89.32437419757493,questions/hour,685283.0,tokens,answer-model total tokens,1.0,0.0,18.01430235361111,0.07457509514239642
qwen35_9b,Qwen3.5 9B,qwen3.5,9.0,ER,Graph Construction,True,59401.314904,16.50036525111111,440,chunk,135.00298841818181,26.666076374907583,chunks/hour,4459033.0,tokens,builder LLM input + output tokens,1.0,0.0,20.046694491944443,0.8230965587738972
qwen35_9b,Qwen3.5 9B,qwen3.5,9.0,ER,ER,True,7303.2327270000005,2.0286757575000003,155,document,47.1176304967742,76.40452123853015,documents/hour,123988.0,tokens,ER judge tokens,1.0,0.0,20.046694491944443,0.1011975195369592
qwen35_9b,Qwen3.5 9B,qwen3.5,9.0,ER,RR,False,0.0,0.0,0,document,,,documents/hour,,,token or memory consumption not recorded,0.0,0.0,20.046694491944443,0.0
qwen35_9b,Qwen3.5 9B,qwen3.5,9.0,ER,Retrieval,True,613.675724,0.17046547888888888,120,question,5.113964366666666,11.73258077257754,questions/minute,655715.0,tokens,retrieved context tokens supplied to QA,1.0,0.0,20.046694491944443,0.008503420798745083
qwen35_9b,Qwen3.5 9B,qwen3.5,9.0,ER,QA,True,4849.876816,1.3471880044444444,120,question,40.41564013333333,89.07442732871259,questions/hour,690343.0,tokens,answer-model total tokens,1.0,0.0,20.046694491944443,0.06720250089039856
qwen35_9b,Qwen3.5 9B,qwen3.5,9.0,ER+RR,Graph Construction,True,59401.314904,16.50036525111111,440,chunk,135.00298841818181,26.666076374907583,chunks/hour,4459033.0,tokens,builder LLM input + output tokens,1.0,0.0,26.319579042777775,0.6269236002708369
qwen35_9b,Qwen3.5 9B,qwen3.5,9.0,ER+RR,ER,True,7303.2327270000005,2.0286757575000003,155,document,47.1176304967742,76.40452123853015,documents/hour,123988.0,tokens,ER judge tokens,1.0,0.0,26.319579042777775,0.07707857919014396
qwen35_9b,Qwen3.5 9B,qwen3.5,9.0,ER+RR,RR,True,22486.135588,6.246148774444444,155,document,145.0718425032258,24.815291085311408,documents/hour,,,token or memory consumption not recorded,1.0,0.0,26.319579042777775,0.2373194785635608
qwen35_9b,Qwen3.5 9B,qwen3.5,9.0,ER+RR,Retrieval,True,615.530101,0.1709805836111111,120,question,5.129417508333333,11.697234608515108,questions/minute,656475.0,tokens,retrieved context tokens supplied to QA,1.0,0.0,26.319579042777775,0.00649632668262713
qwen35_9b,Qwen3.5 9B,qwen3.5,9.0,ER+RR,QA,True,4944.271234,1.373408676111111,120,question,41.20226028333333,87.37384733857019,questions/hour,691176.0,tokens,answer-model total tokens,1.0,0.0,26.319579042777775,0.05218201529283126
qwen3_0_6b,Qwen3 0.6B,qwen3,0.6,Native,Graph Construction,True,8802.383185,2.445106440277778,440,chunk,20.005416329545454,179.9512662319983,chunks/hour,3983285.0,tokens,builder LLM input + output tokens,1.0,0.0,3.9938478102777775,0.612218230746183
qwen3_0_6b,Qwen3 0.6B,qwen3,0.6,Native,ER,False,0.0,0.0,0,document,,,documents/hour,,,ER judge tokens,0.0,0.0,3.9938478102777775,0.0
qwen3_0_6b,Qwen3 0.6B,qwen3,0.6,Native,RR,False,0.0,0.0,0,document,,,documents/hour,,,token or memory consumption not recorded,0.0,0.0,3.9938478102777775,0.0
qwen3_0_6b,Qwen3 0.6B,qwen3,0.6,Native,Retrieval,True,605.869286,0.1682970238888889,120,question,5.048910716666667,11.883751440075475,questions/minute,665201.0,tokens,retrieved context tokens supplied to QA,1.0,0.0,3.9938478102777775,0.0421390678572661
qwen3_0_6b,Qwen3 0.6B,qwen3,0.6,Native,QA,True,4969.599646,1.380444346111111,120,question,41.41333038333333,86.92853162683117,questions/hour,708841.0,tokens,answer-model total tokens,1.0,0.0,3.9938478102777775,0.345642701396551
qwen3_0_6b,Qwen3 0.6B,qwen3,0.6,ER,Graph Construction,True,8802.383185,2.445106440277778,440,chunk,20.005416329545454,179.9512662319983,chunks/hour,3983285.0,tokens,builder LLM input + output tokens,1.0,0.0,5.126347787777778,0.47696850496710214
qwen3_0_6b,Qwen3 0.6B,qwen3,0.6,ER,ER,True,3601.330185,1.0003694958333333,155,document,23.23438829032258,154.94274929972855,documents/hour,161116.0,tokens,ER judge tokens,1.0,0.0,5.126347787777778,0.19514272875094646
